<<<<<<< HEAD
datetime,date,hour,day_of_week,is_weekend,is_lunch_hour,temperature,weather,customer_load
2025-09-19 08:00:00,2025-09-19,8,4,0,0,35.4,sunny,231
2025-09-19 09:00:00,2025-09-19,9,4,0,0,37.7,sunny,249
2025-09-19 10:00:00,2025-09-19,10,4,0,0,36.7,sunny,156
2025-09-19 11:00:00,2025-09-19,11,4,0,1,37.8,sunny,362
2025-09-19 12:00:00,2025-09-19,12,4,0,1,39.9,sunny,388
2025-09-19 13:00:00,2025-09-19,13,4,0,1,41.5,sunny,383
2025-09-19 14:00:00,2025-09-19,14,4,0,1,37.1,sunny,369
2025-09-19 15:00:00,2025-09-19,15,4,0,0,42.8,sunny,190
2025-09-19 16:00:00,2025-09-19,16,4,0,0,36.1,sunny,201
2025-09-19 17:00:00,2025-09-19,17,4,0,0,35.0,sunny,256
2025-09-19 18:00:00,2025-09-19,18,4,0,0,37.3,sunny,243
2025-09-19 19:00:00,2025-09-19,19,4,0,0,29.4,sunny,248
2025-09-20 07:00:00,2025-09-20,7,5,1,0,33.2,rainy,191
2025-09-20 08:00:00,2025-09-20,8,5,1,0,35.9,rainy,210
2025-09-20 09:00:00,2025-09-20,9,5,1,0,37.1,rainy,202
2025-09-20 10:00:00,2025-09-20,10,5,1,0,39.1,rainy,123
2025-09-20 11:00:00,2025-09-20,11,5,1,1,40.1,rainy,338
2025-09-20 12:00:00,2025-09-20,12,5,1,1,39.2,rainy,321
2025-09-20 13:00:00,2025-09-20,13,5,1,1,38.4,rainy,355
2025-09-20 14:00:00,2025-09-20,14,5,1,1,40.0,rainy,320
2025-09-20 15:00:00,2025-09-20,15,5,1,0,38.4,rainy,155
2025-09-20 16:00:00,2025-09-20,16,5,1,0,33.9,rainy,110
2025-09-20 17:00:00,2025-09-20,17,5,1,0,34.7,rainy,211
2025-09-20 18:00:00,2025-09-20,18,5,1,0,33.2,rainy,163
2025-09-20 19:00:00,2025-09-20,19,5,1,0,30.2,rainy,200
2025-09-21 07:00:00,2025-09-21,7,6,1,0,33.1,sunny,125
2025-09-21 08:00:00,2025-09-21,8,6,1,0,35.1,sunny,155
2025-09-21 09:00:00,2025-09-21,9,6,1,0,44.0,sunny,117
2025-09-21 10:00:00,2025-09-21,10,6,1,0,38.9,sunny,61
2025-09-21 11:00:00,2025-09-21,11,6,1,1,38.5,sunny,285
2025-09-21 12:00:00,2025-09-21,12,6,1,1,42.1,sunny,285
2025-09-21 13:00:00,2025-09-21,13,6,1,1,38.2,sunny,318
2025-09-21 14:00:00,2025-09-21,14,6,1,1,35.6,sunny,249
2025-09-21 15:00:00,2025-09-21,15,6,1,0,38.7,sunny,71
2025-09-21 16:00:00,2025-09-21,16,6,1,0,38.3,sunny,101
2025-09-21 17:00:00,2025-09-21,17,6,1,0,35.9,sunny,172
2025-09-21 18:00:00,2025-09-21,18,6,1,0,33.7,sunny,141
2025-09-21 19:00:00,2025-09-21,19,6,1,0,32.9,sunny,123
2025-09-22 07:00:00,2025-09-22,7,0,0,0,36.8,rainy,361
2025-09-22 08:00:00,2025-09-22,8,0,0,0,39.2,rainy,313
2025-09-22 09:00:00,2025-09-22,9,0,0,0,40.9,rainy,311
2025-09-22 10:00:00,2025-09-22,10,0,0,0,35.2,rainy,219
2025-09-22 11:00:00,2025-09-22,11,0,0,1,36.0,rainy,432
2025-09-22 12:00:00,2025-09-22,12,0,0,1,40.0,rainy,473
2025-09-22 13:00:00,2025-09-22,13,0,0,1,40.4,rainy,435
2025-09-22 14:00:00,2025-09-22,14,0,0,1,40.9,rainy,395
2025-09-22 15:00:00,2025-09-22,15,0,0,0,39.0,rainy,255
2025-09-22 16:00:00,2025-09-22,16,0,0,0,34.5,rainy,222
2025-09-22 17:00:00,2025-09-22,17,0,0,0,36.9,rainy,331
2025-09-22 18:00:00,2025-09-22,18,0,0,0,36.2,rainy,385
2025-09-22 19:00:00,2025-09-22,19,0,0,0,34.0,rainy,304
2025-09-23 07:00:00,2025-09-23,7,1,0,0,34.1,sunny,193
2025-09-23 08:00:00,2025-09-23,8,1,0,0,40.5,sunny,258
2025-09-23 09:00:00,2025-09-23,9,1,0,0,37.8,sunny,266
2025-09-23 10:00:00,2025-09-23,10,1,0,0,41.9,sunny,161
2025-09-23 11:00:00,2025-09-23,11,1,0,1,39.0,sunny,358
2025-09-23 12:00:00,2025-09-23,12,1,0,1,41.9,sunny,389
2025-09-23 13:00:00,2025-09-23,13,1,0,1,42.6,sunny,390
2025-09-23 14:00:00,2025-09-23,14,1,0,1,36.1,sunny,375
2025-09-23 15:00:00,2025-09-23,15,1,0,0,36.4,sunny,159
2025-09-23 16:00:00,2025-09-23,16,1,0,0,37.8,sunny,186
2025-09-23 17:00:00,2025-09-23,17,1,0,0,34.5,sunny,183
2025-09-23 18:00:00,2025-09-23,18,1,0,0,35.4,sunny,322
2025-09-23 19:00:00,2025-09-23,19,1,0,0,33.3,sunny,230
2025-09-24 07:00:00,2025-09-24,7,2,0,0,36.5,rainy,334
2025-09-24 08:00:00,2025-09-24,8,2,0,0,38.5,rainy,324
2025-09-24 09:00:00,2025-09-24,9,2,0,0,36.9,rainy,329
2025-09-24 10:00:00,2025-09-24,10,2,0,0,43.1,rainy,266
2025-09-24 11:00:00,2025-09-24,11,2,0,1,43.0,rainy,429
2025-09-24 12:00:00,2025-09-24,12,2,0,1,38.0,rainy,437
2025-09-24 13:00:00,2025-09-24,13,2,0,1,39.9,rainy,461
2025-09-24 14:00:00,2025-09-24,14,2,0,1,35.9,rainy,470
2025-09-24 15:00:00,2025-09-24,15,2,0,0,38.2,rainy,231
2025-09-24 16:00:00,2025-09-24,16,2,0,0,35.5,rainy,206
2025-09-24 17:00:00,2025-09-24,17,2,0,0,37.9,rainy,341
2025-09-24 18:00:00,2025-09-24,18,2,0,0,32.4,rainy,274
2025-09-24 19:00:00,2025-09-24,19,2,0,0,33.0,rainy,333
2025-09-25 07:00:00,2025-09-25,7,3,0,0,34.0,sunny,207
2025-09-25 08:00:00,2025-09-25,8,3,0,0,37.4,sunny,223
2025-09-25 09:00:00,2025-09-25,9,3,0,0,40.1,sunny,246
2025-09-25 10:00:00,2025-09-25,10,3,0,0,41.4,sunny,133
2025-09-25 11:00:00,2025-09-25,11,3,0,1,37.7,sunny,380
2025-09-25 12:00:00,2025-09-25,12,3,0,1,38.3,sunny,366
2025-09-25 13:00:00,2025-09-25,13,3,0,1,39.8,sunny,373
2025-09-25 14:00:00,2025-09-25,14,3,0,1,37.9,sunny,372
2025-09-25 15:00:00,2025-09-25,15,3,0,0,36.9,sunny,183
2025-09-25 16:00:00,2025-09-25,16,3,0,0,37.2,sunny,173
2025-09-25 17:00:00,2025-09-25,17,3,0,0,41.4,sunny,247
2025-09-25 18:00:00,2025-09-25,18,3,0,0,37.7,sunny,216
2025-09-25 19:00:00,2025-09-25,19,3,0,0,29.5,sunny,205
2025-09-26 07:00:00,2025-09-26,7,4,0,0,35.5,cloudy,272
2025-09-26 08:00:00,2025-09-26,8,4,0,0,34.5,cloudy,224
2025-09-26 09:00:00,2025-09-26,9,4,0,0,36.2,cloudy,315
2025-09-26 10:00:00,2025-09-26,10,4,0,0,41.0,cloudy,225
2025-09-26 11:00:00,2025-09-26,11,4,0,1,41.1,cloudy,377
2025-09-26 12:00:00,2025-09-26,12,4,0,1,38.8,cloudy,409
2025-09-26 13:00:00,2025-09-26,13,4,0,1,37.2,cloudy,414
2025-09-26 14:00:00,2025-09-26,14,4,0,1,38.7,cloudy,392
2025-09-26 15:00:00,2025-09-26,15,4,0,0,39.8,cloudy,208
2025-09-26 16:00:00,2025-09-26,16,4,0,0,36.6,cloudy,223
2025-09-26 17:00:00,2025-09-26,17,4,0,0,34.0,cloudy,272
2025-09-26 18:00:00,2025-09-26,18,4,0,0,36.0,cloudy,293
2025-09-26 19:00:00,2025-09-26,19,4,0,0,34.2,cloudy,234
2025-09-27 07:00:00,2025-09-27,7,5,1,0,33.5,sunny,93
2025-09-27 08:00:00,2025-09-27,8,5,1,0,39.8,sunny,114
2025-09-27 09:00:00,2025-09-27,9,5,1,0,39.8,sunny,121
2025-09-27 10:00:00,2025-09-27,10,5,1,0,41.5,sunny,26
2025-09-27 11:00:00,2025-09-27,11,5,1,1,36.0,sunny,259
2025-09-27 12:00:00,2025-09-27,12,5,1,1,41.6,sunny,269
2025-09-27 13:00:00,2025-09-27,13,5,1,1,38.9,sunny,296
2025-09-27 14:00:00,2025-09-27,14,5,1,1,43.3,sunny,283
2025-09-27 15:00:00,2025-09-27,15,5,1,0,37.0,sunny,61
2025-09-27 16:00:00,2025-09-27,16,5,1,0,34.6,sunny,32
2025-09-27 17:00:00,2025-09-27,17,5,1,0,32.7,sunny,141
2025-09-27 18:00:00,2025-09-27,18,5,1,0,38.7,sunny,184
2025-09-27 19:00:00,2025-09-27,19,5,1,0,32.5,sunny,140
2025-09-28 07:00:00,2025-09-28,7,6,1,0,36.3,sunny,169
2025-09-28 08:00:00,2025-09-28,8,6,1,0,40.3,sunny,170
2025-09-28 09:00:00,2025-09-28,9,6,1,0,34.4,sunny,84
2025-09-28 10:00:00,2025-09-28,10,6,1,0,37.6,sunny,70
2025-09-28 11:00:00,2025-09-28,11,6,1,1,40.4,sunny,255
2025-09-28 12:00:00,2025-09-28,12,6,1,1,39.9,sunny,254
2025-09-28 13:00:00,2025-09-28,13,6,1,1,38.1,sunny,241
2025-09-28 14:00:00,2025-09-28,14,6,1,1,37.0,sunny,242
2025-09-28 15:00:00,2025-09-28,15,6,1,0,36.1,sunny,91
2025-09-28 16:00:00,2025-09-28,16,6,1,0,35.1,sunny,122
2025-09-28 17:00:00,2025-09-28,17,6,1,0,36.8,sunny,173
2025-09-28 18:00:00,2025-09-28,18,6,1,0,32.8,sunny,144
2025-09-28 19:00:00,2025-09-28,19,6,1,0,32.1,sunny,132
